"time";"M";"lac";"mu_min";"mu_p";"K";"gam";"laa";"island_ontogeny";"sea_level";"max_area";"peak_time";"sharpness";"total_island_age";"sea_level_amplitude";"sea_level_frequency";"island_gradient_angle";"extcutoff";"x_s";"x_nonend"
2,55;1000;2e-04;2;50;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;0,01;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;0,01;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;0,01;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;0,01;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;0,01;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;0,01;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;0,01;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;0,01;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;0,01;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;0,01;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;0,01;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;0,01;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;Inf;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;Inf;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;Inf;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;Inf;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;Inf;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;Inf;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;Inf;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;Inf;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;Inf;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;Inf;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;Inf;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;Inf;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;0,001;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;0,001;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;0,001;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;0,001;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;0,001;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;0,001;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;0,001;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;0,001;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;0,001;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;0,001;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;0,001;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;0,001;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;0,01;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;0,01;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;0,01;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;0,01;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;0,01;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;0,01;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;0,01;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;0,01;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;0,01;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;0,01;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;0,01;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;0,01;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;Inf;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;Inf;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;Inf;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;Inf;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;Inf;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;Inf;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;Inf;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;Inf;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;Inf;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;Inf;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;Inf;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;Inf;0,02;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;0,001;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;0,001;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;0,001;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;0,001;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;0,001;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;0,001;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;0,001;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;0,001;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;0,001;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;0,001;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;0,001;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;0,001;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;0,01;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;0,01;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;0,01;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;0,01;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;0,01;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;0,01;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;0,01;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;0,01;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;0,01;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;0,01;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;0,01;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;0,01;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;Inf;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;Inf;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;Inf;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;Inf;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;Inf;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;Inf;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;Inf;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;Inf;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;Inf;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;Inf;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;Inf;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;Inf;0,03;1;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;0,001;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;0,001;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;0,001;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;0,001;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;0,001;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;0,001;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;0,001;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;0,001;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;0,001;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;0,001;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;0,001;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;0,001;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;0,01;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;0,01;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;0,01;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;0,01;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;0,01;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;0,01;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;0,01;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;0,01;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;0,01;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;0,01;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;0,01;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;0,01;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;Inf;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;Inf;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;Inf;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;Inf;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;Inf;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;Inf;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;Inf;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;Inf;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;Inf;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;Inf;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;Inf;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;Inf;0,01;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;0,001;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;0,001;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;0,001;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;0,001;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;0,001;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;0,001;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;0,001;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;0,001;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;0,001;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;0,001;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;0,001;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;0,001;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;0,01;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;0,01;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;0,01;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;0,01;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;0,01;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;0,01;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;0,01;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;0,01;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;0,01;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;0,01;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;0,01;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;0,01;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;Inf;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;Inf;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;Inf;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;Inf;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;Inf;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;Inf;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;Inf;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;Inf;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;Inf;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;Inf;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;Inf;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;Inf;0,02;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;0,001;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;0,001;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;0,001;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;0,001;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;0,001;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;0,001;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;0,001;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;0,001;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;0,001;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;0,001;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;0,001;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;0,001;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;0,01;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;0,01;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;0,01;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;0,01;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;0,01;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;0,01;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;0,01;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;0,01;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;0,01;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;0,01;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;0,01;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;0,01;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;Inf;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;50;Inf;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;50;Inf;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;50;Inf;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;50;Inf;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;50;Inf;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;100;Inf;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;1;100;Inf;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;1;100;Inf;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;2;100;Inf;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;2e-04;2;100;Inf;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;3e-04;2;100;Inf;0,03;2;"const";"sine";13500;0;0;2,55;60;25,5;85;1000;0,05;0,1
2,55;1000;1e-04;1;50;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;75;1000;0,1;0,1
2,55;1000;2e-04;1;50;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;75;1000;0,1;0,1
2,55;1000;3e-04;1;50;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;75;1000;0,1;0,1
2,55;1000;1e-04;2;50;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;75;1000;0,1;0,1
2,55;1000;2e-04;2;50;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;75;1000;0,1;0,1
2,55;1000;3e-04;2;50;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;75;1000;0,1;0,1
2,55;1000;1e-04;1;100;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;75;1000;0,1;0,1
2,55;1000;2e-04;1;100;0,001;0,01;1;"const";"sine";13500;0;0;2,55;60;25,5;75;1000;0,1;0,1
